deberta:,roberta,xlnet
-1.4371568,-1.7769406000000003,-1.2980111
0.076542005,-0.5325996999999999,0.17526117
-0.5745442,-0.7658387,-0.22856048
0.006806886999999999,-0.24298044,0.096952304
0.2758868,0.2623162,0.63091785
-0.43087226,-0.30719385,-0.10397464
0.10806197,-0.5449582,0.2029217
0.53736395,1.306447,0.46250027
-1.0591111999999998,-1.4410572,-0.88957006
0.24645694,-0.16034539,0.21161048
0.4089227,0.18438111,0.19722115
0.018518355,-0.5516115,0.08398573
-1.164712,-1.200332,-0.9531259
-0.9232651,-1.7177333,-0.69809
-0.61556107,-0.9543883,-0.6063782
0.19648781,0.311317,0.45723248
-0.33567372,-0.23569189,0.11333695
-0.32666904,-0.20981021,-0.11361512
-0.5267105,-0.6696895,-0.46695048
0.17887151,0.7440358,0.30544516
-0.2397684,-0.8666228000000001,-0.2403854
-0.47612768,-0.6012970999999999,-0.25011367
0.028199900000000007,-0.15805231,0.043345466
-0.79701024,-1.4364226999999998,-0.6588101
-0.6311302,-1.1853129,-0.74760884
-0.05180278,-0.28951123,0.049616873
-0.035116486,-0.26043686,0.059469506
-0.18356946,-0.41668245,-0.052431718
-0.35063377,-0.40340412,0.0758896
-0.6749523000000001,-0.8888603999999999,-0.5554144
-0.7410741999999999,-0.83782285,-0.48929566
0.36832225,-0.042132683,0.5822304
-0.28239405,-0.54191065,-0.117700174
-0.22635047,-0.38789207,-0.3448123
-1.7435637,-1.3999435,-1.3890265
-1.4371786,-1.3458,-1.2465122
-1.2112143,-1.4581715,-0.8194695
-0.3587022,-0.36309323,-0.46553177
-0.7869294,-0.77487355,-0.76712185
0.6364174,0.16987737,0.8419736999999999
0.036498178,0.45691884,0.68099105
-0.61954844,-0.46010885,-0.08612698
-1.9543953,-1.7177877,-1.3740246
-0.97255886,-1.3899648999999998,-0.86643416
-0.097433545,-0.5245810000000001,0.14673376
-0.3731742,-0.9573302,-0.20500003
-0.6142369000000001,-1.3121713,-0.5139398000000001
-0.53733796,-1.2359821000000002,-0.2779718
0.28259453,0.39351735,0.33731273
-0.303974,-0.41072652,-0.28875852
-0.09870761,0.17094944,0.094448015
0.12456793,0.44518518,0.4471214
-0.058534686,-0.036956273,-0.0421495
-1.0141063,-1.448024,-1.2851847
-0.9513892,-1.7180816000000003,-0.5446741999999999
-0.102930695,0.090281464,0.13903017
-0.9984295,-1.2467492,-0.6533925
-0.8178310000000001,-0.70046425,-0.43215686
-0.9418518,-0.754347,-0.60963696
-1.1131893,-2.3774042,-0.76540554
-0.03689953,0.08571043,0.2846978
-1.3268459,-1.6561058999999998,-0.6528853
-1.4978225,-2.0530982,-1.502242
-0.10255149,-0.08255308,0.4100515
-1.4736545,-1.4411743,-1.2459605
0.072852135,-0.1636569,0.15962279999999998
0.04719947,0.54228556,0.25566947
0.26416522,-0.05104138,0.18242726
-0.3927264,-0.5108775,-0.098758385
-2.1850324,-2.3127663,-2.3861816000000005
-0.5328924,-1.1716154,-0.62758166
0.16371804,0.18521856,0.3606918
-1.6119757,-1.7443953999999997,-1.8097378
-0.90830123,0.12355383,-0.37747034
-1.2408814,-2.7065978,-1.7723756000000002
-1.7173134,-2.6214943,-2.1064768
-0.4767047,-0.61584044,-0.010157673
-0.14792833,-0.5571802,-0.1541546
0.37840894,0.087403476,0.5395109
-0.45026946,-0.16371046,-0.02850522
-0.5501514,-0.50129426,-0.5376207
-0.28464532,-0.58756787,-0.2575429
-0.42333317,-0.24824946,-0.39524668
-0.38328418,-0.5710985,-0.35491458
-0.3951301,-0.34497625,-0.097002394
-0.9791239,-1.1804341,-1.4493996999999998
-0.7116577,-1.1777003,-0.93749976
-1.541906,-1.9796104,-1.5567064
-0.1918247,0.15182517,0.118959814
-0.9315837,-0.7737149999999999,-1.1972033000000002
-0.47737724,-0.9328962,-0.04648699
-0.6896597,-0.6988975000000001,-0.5124776
-0.588852,-0.47847867,-0.24486224
-0.5332826999999999,-0.9307573,-0.6721615
-2.5775425,-1.9940332,-2.5995839
-1.6431557,-1.5719472,-1.465735
-0.9263914,-1.0080473,-0.6749001
-0.8757651,-1.4460825000000002,-0.8667671
-0.3338619,-0.74242437,0.07744403
-1.0361258,-1.1869233,-0.7851059
-0.567656,-0.5612759,-0.45482814
-0.16033022,0.15193784,0.065066576
-0.3286264,-0.17299764,0.0013744696
-0.97200906,-0.92218226,-0.4937954000000001
-0.6621439,-1.1670102,-0.6802093000000001
0.055803835,-0.2743329,0.1660557
-0.4636742,-0.43302044,-0.02896705
-0.07777251,-0.3380106,0.26264492
-1.058486,-1.0800544,-0.5854361
-0.11067329,0.028933177,0.21411683
-0.43543944,-0.773979,-0.2855307
0.5662205,1.072141,0.6391388000000001
0.0385935,-0.4275098,0.26174873
-0.26571852,-0.5973377,0.023285137
-1.6400471999999997,-1.0610546,-1.2598017
-0.27583516,-1.08567,-0.10102331
-1.355734,-1.5595253999999998,-0.955959
-0.10727274,-0.32481873,-0.07831076
-0.49895164,-0.7655171,-0.5359101
-0.40343028,-0.91978985,-0.090679884
-0.27140608,-0.5162849,0.00945683
-1.1757575,-1.71645,-1.337688
-0.6717825,-0.8592674000000001,-0.3865154000000001
0.24439718,0.6287050000000001,0.52789646
-0.83662283,-0.7947385,-0.1731262
0.42131504,0.97915006,0.4530036
0.5016683,-0.11670544,0.28082114
0.12917115,0.07316634,-0.093091734
0.42588162,0.93189454,0.4737287
-0.84506524,-1.5336193,-0.41515934
0.24150518,0.47833082,0.40103817
-0.8563252,-1.3508375,-0.61553115
-0.23835798,-0.70564514,-0.03731358
0.21855746,0.16083264,0.47764534
-0.2250055,-0.6234378,-0.5222837
-0.26651263,0.18701388,-0.060459882
-1.2334816000000002,-2.0072958,-1.0365574
0.044614833,0.050543386,0.49071366
-0.23538977,-0.4494906,-0.008205144000000001
-1.6867342,-1.2935406,-0.8833285
0.53561985,1.163177,0.7169439000000001
0.291868,0.80986863,0.5287733
-0.48295236,-0.70789844,-0.1868393
-1.355133,-2.0529442,-0.9902185
-0.45954433,-0.002284593,-0.1370291
-1.3456894,-1.8317088,-1.1036781
-0.12821564,0.31726265,0.3647884
-0.8805223,-0.645246,-0.091320544
-0.071464166,-0.3920471,-0.08374902599999999
-1.0100834,-1.1126533,-0.5367474
-1.3506978,-1.3124789,-1.1833277
-0.6599792,-0.65226597,-0.5859731
-0.1876998,-0.3471618,-0.12452386
-0.06622517,0.15829379999999998,0.29236096
-1.6520264,-1.6221915,-1.3894144
-0.6489600999999999,-0.24845277,-0.4123915
-1.4546692,-1.3986453,-1.1536701
-1.1204542,-1.4510087,-1.3346717
-0.78280354,-0.64941025,-0.46669534
-2.2981205,-2.8881657000000005,-2.1260288
-2.3559113,-1.9431698,-1.7356755
-0.5369658,-0.6721613000000001,-0.43698245
-1.0781548,-1.1666852,-1.2861096
-2.134253,-1.8570361,-1.6798042000000002
-0.4624632000000001,-1.1170985,-0.29097402
-0.5083105,-0.45232925,-0.32532573
-0.55259174,-1.1057358999999998,-0.21235444
-1.1639289,-1.8022928,-1.0741558
-0.42407602,-0.5034295999999999,-0.32978252
0.30084515,-0.16762361,0.19619344
0.07468796,-0.53205454,0.41157186
-0.58995306,-0.71194035,-0.39725947
-0.25127545,0.1348828,0.06779651
-0.54035836,-0.50494933,-0.60073096
-0.5592687,-1.1563114,-0.38861546
-0.39932334,-0.808333,-0.27578524
-0.6592366,-0.951028,-1.092184
-1.0033987,-2.3485563,-1.1692261999999998
-2.427303,-2.6728432,-2.4490786
-0.53519005,-0.78328,-0.25980866
-0.27930784,-0.23361385,-0.1762765
-0.08938521,-0.22236118,-0.19505787
0.64372337,1.5556068,1.0314915
0.12589717,0.2285593,0.42779964
-0.6627489000000001,-0.76632243,-0.5546966999999999
0.5173047000000001,0.29621178,0.68401533
0.018870298,0.0006343435,0.11519951
0.39446077,0.8948370000000001,0.63159937
0.57867306,1.0673307,0.64867234
0.48553818,-0.08839934,0.21298057
-1.2082886999999998,-1.3519981,-1.4882457
-0.3148573,0.055748627,0.029475318
-0.39294535,-0.49590504,-0.2418283
0.26438773,-0.10571625,0.2865991
0.23169005,-0.6197286999999999,0.052037165
-1.026003,-1.3756547,-1.8216388
-1.9222229,-2.5235353,-2.3462650000000003
-1.0789118999999998,-1.4915881000000002,-1.3469402
-1.2745036,-2.0099704,-1.3975077
0.18359086,-0.090384334,0.17238139
-0.5998111,-1.6805212,-1.4018388000000002
-1.0369525,-0.69232184,-0.5481600999999999
-0.27338713,-0.6355218,-0.19095606
0.015490472,-0.4713408,-0.15623967
-0.66323704,-1.0023423,-0.78891426
-1.0096107,-1.3790581,-1.2269025
0.03798181,-0.41010728,0.046567097
-0.8067745,-1.1930784,-1.153542
-1.157201,-2.0236166,-1.4685197
0.001064915,-0.56884575,-0.1627149
-0.9743929,-0.67561775,-0.6192104
-0.27922875,-0.36894634,-0.09035665
-1.2977955,-1.138551,-0.9998267
0.8419523000000001,1.5464883,0.77878183
-0.71757066,-0.9270305,-0.6188684
-0.73527473,-1.4390861,-1.4915121
-0.8222494,-1.4174299,-1.4041944
-0.35479629999999995,-1.1617943000000002,-0.0017163292999999998
-1.231631,-1.3475608,-1.17077
-1.8148284,-1.8126032,-1.662798
-0.6126074,-0.80552,-0.48823678
-1.0862954,-1.6842905,-1.1460631
-0.011764422,-0.11850247,-0.26260474
-0.41691026,-1.0317215,-0.61147493
-0.71724313,-0.90723455,-0.5526339
-0.58053696,-0.26404026,-0.6859303000000001
-0.6325909000000001,-0.89643526,-0.7892446
-0.76645315,-0.87797683,-0.8937816999999999
0.43490303,0.007552714,0.5209416
-1.6740909,-2.2339585,-2.0020509
-0.78987926,-1.1267513999999998,-1.0150973
0.31983107,0.9150332,0.22843362
-1.0512683,-1.353546,-1.1441792
-0.9915746,-1.2953196000000002,-1.5475793
-1.5041444,-1.6600834,-1.512083
-1.7330713,-1.8277009,-2.160376
0.56942284,1.070771,0.7173236
0.60640335,-0.020385487,0.74773926
0.25531550000000003,-0.070847824,0.38099673
0.33113635,0.11001644,0.43902004
-0.49724692,-0.64958346,-0.061727732
-0.9345506,-1.3413087,-1.0910497
-0.11034292,-0.7526639,-0.35635576
-1.7584102,-2.5547218,-1.6177202
-0.31468427,-0.35644248,0.16196585
-0.54097694,-0.4282899000000001,-0.659496
-1.3865668,-2.0205443,-1.8120053
-0.039496485,-0.4127669,0.23915116
-1.7948391,-2.0591884,-2.366404
0.75040793,1.2051215,0.8859765
-1.0955696,-1.011402,-0.9853589
0.14920682,-0.0114425635,0.44916332
0.42216682,0.42088252,0.5645116
-0.19558915,-0.73073936,-0.16713467
-1.4179857,-1.3086507,-1.4884906999999998
-0.16780753,-0.71049166,-0.26551592
-0.0321354,-0.1949275,0.012290807
-1.5072851,-2.0322783,-1.5771809
-1.0027733,-1.4477175,-0.79647356
0.06486269,0.13159968,-0.07240017
-1.2213168,-1.8486884,-1.6062261
-0.2820988,-0.84130406,-0.02558936
-1.7101638,-2.2638834,-1.8686209
-0.47078818,-0.3861857,-0.12522544
-1.9312024,-2.8090837000000004,-1.9936937
-0.17132212,-0.68822855,0.06478424
-1.0774002,-1.3722621000000002,-1.3967706
-1.0412849,-0.7138608,-1.0158503
-0.50820744,-0.7095744,-1.035144
-1.470826,-1.3211482,-1.1758202
-1.2713655,-1.3384762,-1.3608968
0.27867004,0.09787289,0.26355374
0.43900698,0.14108482,0.64912343
-1.7139883000000002,-2.118559,-2.0463648
-1.7866485,-2.172009,-2.3337684
-1.0184562,-1.4928558,-1.0736492
0.60822296,0.7053387,0.55129856
-1.0688229,-1.4557947,-1.1482753
-1.3724296,-2.3137312000000003,-1.9952638
-0.8975204999999999,-1.2505145,-1.2021624
0.48768002,-0.23352577,0.1698132
-0.08652373,-0.10647449,-0.10883178
-0.9240321,-1.4348868,-1.1899091
-2.4139361,-3.0731325000000003,-2.5036466
0.6644371,1.1749732,0.84472615
-1.6377548000000002,-1.6318723,-1.6768668000000002
-2.635353,-3.2818835,-2.751294
-0.29645047,-0.44102496,-0.14838226
-1.9035084,-2.0790875,-2.319517
-1.8650236,-2.3534021000000003,-1.6220965
-0.81884116,-0.74554026,-0.91385096
0.5745541999999999,0.35127820000000004,0.8681780000000001
0.07958794400000001,-0.24063697,-0.017042158
0.31360093,-0.056088775,0.19596869
-0.46831158,-1.2138274,-0.74801093
0.16845888,-0.18338463,0.28476745
-1.9501219,-3.226826,-2.1927824
-0.45473924,-0.63846403,-0.48679554
-0.9690063,-1.58638,-1.105643
-0.48337924,-0.8580528000000001,-0.7970181
-0.38111132,-0.7330174,0.07505454
-0.73686147,-1.3604821000000002,-1.0735819
-0.8982153,-1.6091993999999998,-1.7045651999999998
0.09654242,-0.33824164,0.27144045
0.5655698,1.1379558,0.66022956
-1.7600322,-2.0159595,-2.425098
0.58925813,-0.028152583,0.7084753
-1.4374781,-1.0700898,-1.2756386
-0.17587805,-0.6106272,-0.100557506
0.35937238,-0.23484965,0.26755694
-1.5057911,-1.6522857,-1.0009815
-1.3654336,-2.2858662999999995,-1.293469
0.09941557,-0.08424602,-0.13719435
-1.0923784,-0.9853584,-1.1201504
-1.0485065999999998,-1.3107537,-0.87722355
-0.2831881,-0.859884,-0.26274827
0.3489957,-0.52562255,0.14191431
-1.8351811,-3.1511512,-2.2354088
-1.0785075000000002,-2.0299544,-0.87781423
-0.541014,-0.412422,-0.63588285
0.46272054,0.10339094,0.37278464
-0.2552616,-0.2412182,0.06701489999999999
-0.7696396,-1.0279576,-1.0982385
-1.7182578000000002,-1.835509,-2.2403648
-1.4903803,-1.8085891,-1.2949916
-0.84879166,-1.0868031,-0.5242298
-1.1418966999999998,-1.3837198,-1.3299232
-1.2454956,-1.357672,-0.4552003
-1.5368075,-1.9644916,-1.3972956
0.6959455,0.92263263,0.8888983
-0.5519231,-0.9611979,-0.34811786
0.33834493,0.5808753000000001,0.49858573
-0.23386322,-0.30114537,-0.30296996
-0.18743628,-0.6446151,-0.22641164
0.20674744,0.031828366000000004,0.23044549
-0.27570307,-0.39696017,-0.5389768
-0.46464056,-0.6835189,-0.19571222
0.22772147,-0.6194395,0.14781566
-0.018111348,-0.7089161999999999,-0.16377394
0.38506892,0.38814515,0.3130531
0.09470754,-0.25539055,-0.054579988
0.03894057,-0.29287702,-0.0062025175
-0.26863807,-0.2531914,-0.040015653
-1.3357408000000002,-1.6299635,-1.5023263
-1.8711444,-1.4913952,-1.5768378
-0.2122432,-0.6319454999999999,-0.2176715
-0.9029952,-1.0122533,-1.0550311
0.42017642,0.24682333,0.34503013
-0.06695119,-0.2690423,-0.3706792
-0.28661382,-0.25576898,0.022296416
0.4445131,0.4733314,0.6666555999999999
-1.4954798,-1.312714,-1.091027
0.6322849,1.083442,0.42285848
-1.7948554,-2.0037024,-1.8288076
-0.79583186,-0.8918951999999999,-1.179488
-0.14208663,-0.557747,-0.29703090000000004
-0.13113204,-0.5632731,0.013330476
0.047717366,0.15012975,0.16308017
-0.81694,-1.12322,-0.535321
-0.077582866,0.39966685,-0.0722404
-2.259855,-1.7621396,-2.2920408
0.05460344,-0.39006764,-0.09857548
-0.1284651,0.022178726,-0.18536912
0.40393287,0.07105649,0.66877335
0.0494941,-0.8264553,-0.42134595
-1.2109938999999998,-1.1896833999999998,-0.96176124
-0.14346099,0.18778141,0.33682278
-0.79963744,-0.9541867,-0.6491585
-2.0391366,-2.438998,-2.3808532
-2.7206993,-2.8343494,-2.5079706
-0.24824795,-0.28859672,-0.095127806
-0.8360429,-1.0344595,-1.0130781999999998
-1.4705558,-1.7496638,-1.7747064
-0.47462443,-0.43580857,-0.26689357
-0.45158938,-0.9919348,-0.27400324
0.3114442,0.13919458,0.4937656
0.20344782,0.09517518,0.4882813
-0.70131767,-0.91449004,-0.5084564
-0.9558455,-1.8804407,-1.2719431
0.11073518,-0.091773,0.17868362
-1.1289686,-2.2704856,-1.0994741
0.44222492,-0.24117708,0.37231198
0.4663391,-0.004212714,0.4877406
-0.22917119,-0.26548353,-0.65605134
0.10098135,-0.7406979,0.28485233
-0.49998194,-0.65306664,-0.25489932
0.046742547,0.35561079999999995,0.3091541
-0.8866048000000001,-1.0829852,-1.1531283
-0.42232126,-1.3561252,-0.67100006
-0.5204369000000001,-0.4982601,-0.2092952
0.16422378,0.37932542,0.06299664
0.45640206,0.73451895,0.3784799
0.26623327,0.11871785,0.44492006
-0.20166394,-1.173674,0.0020637675
0.13551289,-0.32779592,0.2809419
0.32713833,0.5382458000000001,0.5025326
0.5097384,0.7893901999999999,0.67027944
0.3367993,-0.25875777,0.7647970000000001
-0.8856731,-1.1022663,-0.9585015
-2.4015696,-3.2046406000000003,-2.8182547
-0.502743,-0.35349295,-0.28827020000000003
-0.8211546000000001,-1.4773938999999998,-0.73718315
-1.3117615,-1.7777995,-1.9468298
-1.8491814,-2.043835,-1.7987683999999995
0.33727172,0.83711904,0.35339513
0.4037545,0.8103251,0.41840982
0.11501118,-0.08226495,0.2367982
-0.14746201,-0.4050219,-0.21555687
-2.045277,-3.2243414,-2.5959964
-0.39279717,-0.45990473,-0.013533829
-2.0468898,-2.254344,-1.801061
0.4077408,0.5952303000000001,0.56805867
0.18125702,0.13030022,0.045530155
-0.33689177,-0.38502088,-0.14037931
-0.6444108000000001,-0.5090199000000001,-0.42363387
0.42453778,0.7317608,0.51114184
-0.2692455,-0.1792175,0.11174403
-0.027599871,-0.65942335,-0.2527478
0.54331106,0.5607394,0.83211815
-0.5058912,-1.1747776,-0.7973206
-0.7417535,-0.938297,-0.7311247
-1.5623646999999998,-1.4647522,-1.6547762
0.4502522,0.69703287,0.60845786
0.14327599,0.33164456,0.36627173
-1.6472639999999998,-2.6413074,-1.9449639
0.06108963,-0.29049557,0.13310234
-2.4604373,-1.8786279,-2.4416502
0.06998527,-0.6459201,-0.06145431
-2.1324587000000004,-3.1099622000000005,-2.0716531
-0.04351864,-0.17404164,-0.18387027
-1.3092391,-1.505676,-1.189987
-0.17182481,-0.15328391,0.037470832
-2.2681086,-2.2024438,-2.2942832
-0.7426791,-1.5955411,-1.0487337
-1.987841,-1.8128129,-1.3760273
-3.0138183,-3.2039812000000003,-2.9472175
-1.4817842,-1.6131712,-1.7581359
-0.8361806999999999,-0.4217254,-0.42171705
-0.15761591,-0.22453676,-0.60049534
-0.92486155,-1.1598381000000002,-0.43552822
-0.5902267,-0.54314244,-0.40519172
-1.9081507,-1.2435805,-1.9561967
-1.5252268,-1.9155809,-1.5564892
-0.63790315,-0.5292573,-0.40550554
0.56306267,0.7344295,0.6864302
0.37678713,0.060639117,0.36733398
-1.7014108,-2.0317178,-1.8347735
0.1415194,0.081892885,0.19301577
-0.14357838,-0.34603885,-0.20601688
0.13605052,0.13894396,0.2954541
0.80066895,1.5061662,0.7841677
-0.3820613,-0.39317957,-0.42335728
-0.4639187,-1.1399561000000002,-0.32318342
0.66437954,0.25608772,0.7912011999999999
0.38350347,0.44997978,0.4745699
-0.86529595,-1.4033626,-0.9815693
-0.22952625,-0.38904285,-0.3896946
-1.4655056999999998,-1.99397,-1.7840483
-0.7255634,-1.0873153,-0.740725
-1.9010174,-2.4425998,-1.9618704
0.17832783,-0.25554743,0.3849246
0.14890274,0.3839852,0.17851304
-1.3160121,-2.0262384,-1.3103212
-0.5499033,-0.64647067,-0.7933044
-0.7589275,-1.5818183,-0.5576813
-1.39687,-1.5788745000000002,-1.2001345
-1.6411765,-2.647703,-1.6961206000000002
0.030272005,-0.18494801,0.31855953
0.5015794,0.79050845,0.55183536
-0.1541205,-0.38689652,-0.3001185
0.02639554,0.14044438,-0.0031095282
0.5683138000000001,-0.12427443,0.6225768
-0.77427953,-1.0007253,-0.82074636
0.7406655,1.0995184,0.9308801
0.29206797,0.047761988,0.61716336
-1.3941296,-2.1140184,-1.2747455
-0.28619802,-0.56853557,-0.034932032
-0.67771053,-1.1450882,-0.6406568
-0.53265214,-1.048168,-0.72973794
-1.6000601,-2.2821152,-1.6551798999999998
-0.47254044,-0.8571603000000001,-0.42258626
-0.18508849,-0.28877363,-0.12128516
-1.8041586,-2.3505423,-1.9301975
0.0076412926,0.27248254,-0.003948434000000001
-0.8211594999999999,-1.0484384,-0.84371674
-1.7792716,-2.3162525,-2.1800525
-0.3983845,-0.22570267,-0.38607275
0.14650935,-0.004144869,0.3834863
-1.108745,-1.0203878,-1.2164253
0.42051283,-0.27865306,0.352247
-0.050577447000000005,-0.61056656,-0.09094183
-1.8910162,-1.8039832,-1.8791237
0.40169182,0.23094489,0.5219117
0.116283,0.3697628,0.3171137
-0.72015524,-1.1717328000000002,-1.1597857
0.47589177,1.2166319,0.49072278
0.27474326,0.23495065,0.0017577275
-0.9928409,-1.2912555,-0.9462802
0.5029329,0.7059499,0.65855694
-1.6805072,-2.1618752,-2.2862568
-0.43067923,-0.62086296,-0.39968508
0.44971037,0.7155878000000001,0.66569483
0.46310708,0.023885319,0.6182937
0.2557728,-0.3177797,0.5140422
-2.0763342,-2.1776216,-2.2261052
0.7095911,1.2468245,0.67159617
0.88785523,1.5425183999999998,0.5316295999999999
0.8537785,0.94500107,0.6368941999999999
0.71771544,1.1574415,0.87905127
-1.04228,-1.991385,-1.5050509
0.3989125,-0.28967685,0.47758043
-0.40119457,-0.12725285,-0.45984995
0.044270948,-0.54822004,0.023035156
-0.12115733,-1.1389129999999998,-0.67274827
-0.8241440000000001,-1.4791602,-0.8891285
0.34666055,0.35753720000000005,0.6584501
-0.9681839,-0.89676875,-0.9724779
-0.08551511,-0.42167714,-0.059273228
-1.490302,-1.834869,-1.6694541
-0.33028509999999994,0.05681122,0.0412682
-2.1277738,-3.3011127,-2.735977
-1.136043,-1.2643645,-1.2923757
-1.221847,-1.6881427,-1.3118261
0.5677892,0.80821985,0.68037647
-1.14547,-1.5981866000000002,-1.3467624
-0.4245453,-0.5812363,-0.5271623000000001
0.60735625,1.3969058,0.8895079
0.041926146,0.020995462000000003,0.36727142
-1.3492303,-1.2613481000000002,-1.6611208
0.32436886,-0.06467341,0.45697588
0.076550655,-0.05140830000000001,0.16092528
0.12181104,-0.10568209,-0.16881032
0.4720704000000001,0.13999186,0.38340235
0.12124747,-0.33146846,0.082341
0.069430664,-0.19723661,-0.15817398
-0.34953046,-1.3374028999999998,-0.41605818
0.41345918,0.6291758000000001,0.55777293
-3.036038,-2.6764698,-3.1598995
-0.2292639,-0.6148783,0.10173638
-0.20609623,-0.58995134,-0.43135375
0.07210376,-0.88731986,0.09098478
-1.924454,-2.4820921,-2.0128415
-1.369533,-1.7794712,-1.2718602
-1.3688414,-1.5954132,-1.9948792
-0.66942334,-0.9826562,-0.97681826
-1.1576737,-1.6660001,-1.0729214
-0.72085166,-0.7337564,-0.51467174
0.30301023,-0.06426992,0.3649556
-1.6495607,-1.8460437,-2.0126348000000003
0.4743148,0.7420794,0.7884509
0.40512818,0.29835996,0.6168578
-1.8684232,-3.2443879,-1.9670461
-1.7613895,-2.4760907000000003,-1.855733
-2.0694122,-2.7035127,-2.603916
-0.44450676,-0.62910455,-0.06724875
-1.3154494,-1.3666869,-1.2125986999999998
-0.9804051,-1.3657716999999998,-1.1512811
-0.91985416,-1.0962733,-1.2072063999999998
-1.1014206,-1.5315843,-0.96943015
0.07746494,-0.2873431,-0.07059021
-0.8514398000000001,-1.9383439,-1.08057
-1.0359285,-2.1636586,-1.2704124
0.08764009,0.07514826,0.13594751
-1.0590017,-1.6711866999999998,-1.0434923
-1.7293878,-1.733375,-2.2841902000000003
-0.29339096,-0.50912035,-0.31117293
-0.2413922,-0.82831293,0.015504853999999997
-0.006887145999999999,-0.2121547,0.15241648
-0.4464302,-0.5187345999999999,-0.16735056
0.122632615,0.3118015,0.1942421
-1.2394441,-1.9804106,-1.3863736
0.31160688,0.24675053,0.41271645
-1.4935424,-1.7371162,-1.4831164
-0.8738556000000001,-1.2449774,-0.7835386
0.33785495,-0.37582818,0.3393988
0.32503948,0.13809377,-0.021313561
0.5471895999999999,0.92252374,0.5855594
-0.2931405,-0.5716975999999999,-0.1227913
0.51773673,0.97469217,0.6305993000000001
0.6886366999999999,1.5041561,0.53600615
0.49541068,0.7718614,0.6293152
0.54745495,0.6548526,0.9430159
-0.5984216,-0.9296031,-0.4235524000000001
-1.0826592,-2.3583252,-1.078432
-0.6349164,-0.69600034,-0.3515036
-0.53092384,-0.7040041,-0.34268740000000003
0.23621082,-0.41849223,0.04222794
-1.148022,-1.6188293,-0.8740104
-0.10132659,-0.288738,0.07874419
0.48113075,0.33721343,0.32657970000000003
-1.2118081,-1.8587561,-1.1644168
-0.22870624,-0.28065255,-0.29852012
0.28176722,0.38953382,0.36687303
-0.2805745,-0.78548014,0.09295766
-0.36821565,-1.0124665000000002,-0.65582937
0.51395726,1.260854,0.69069296
0.14793296,0.08667634,0.5136214
0.20472056,0.73276705,0.25147918
0.09876557,0.04113262,0.21452592
-0.88859,-0.96590763,-0.98277646
-0.39471596,-0.8132589,-0.5087935
0.35759613,0.34386572,0.40705615
0.42172706,0.20497482,0.4585659000000001
0.7197668,1.454489,1.122207
0.35418668,-0.07396953,0.57627314
-1.975966,-2.8370304,-2.4463952
-1.5468171,-1.7460797,-1.5825312
-0.30809772,-0.5324291,-0.06042625
-0.15331905,-0.4987528000000001,-0.22574739
0.2808889,-0.12549059,0.2921192
0.16362749,-0.5716651,0.06725173
0.5415171,0.9562537,0.7352088000000001
